2.632699012756347656e+01 1.264802265167236328e+01 3.116745376586914062e+01 2.485684204101562500e+01 2.445463371276855469e+01 1.334817028045654297e+01 1.863742828369140625e+01 2.071412467956542969e+01 1.764969825744628906e+01 2.791794395446777344e+01 2.545644950866699219e+01 9.111674308776855469e+00 2.202085685729980469e+01 2.864315795898437500e+01 1.325714015960693359e+01 2.600516510009765625e+01 9.573300361633300781e+00 1.531580734252929688e+01 2.223697471618652344e+01 1.224923324584960938e+01 1.215330600738525391e+01 2.029037666320800781e+01 2.212343597412109375e+01 9.467311859130859375e+00 1.169123172760009766e+01 2.062379074096679688e+01 2.410180091857910156e+01 2.561857986450195312e+01 2.493408775329589844e+01 2.914674377441406250e+01 2.665302276611328125e+01 2.286365318298339844e+01 2.061345100402832031e+01 1.636917686462402344e+01 1.380570125579833984e+01 1.689862823486328125e+01 1.609532737731933594e+01 2.337604904174804688e+01 1.287426567077636719e+01 3.804916763305664062e+01 2.228864669799804688e+01 1.139371109008789062e+01 7.806891441345214844e+00 1.240787410736083984e+01 1.795239067077636719e+01 1.683649253845214844e+01 2.324436759948730469e+01 1.585981845855712891e+01 3.631375503540039062e+01 2.655589485168457031e+01
2.781918334960937500e+01 1.212811756134033203e+01 2.982580184936523438e+01 2.755984687805175781e+01 2.660990905761718750e+01 1.293374824523925781e+01 1.764020729064941406e+01 2.330066108703613281e+01 1.578654384613037109e+01 2.538278007507324219e+01 2.751766014099121094e+01 9.617524147033691406e+00 2.200163269042968750e+01 2.530848693847656250e+01 1.329686832427978516e+01 2.578363800048828125e+01 9.355779647827148438e+00 1.561050415039062500e+01 2.130742263793945312e+01 1.245623397827148438e+01 1.153757858276367188e+01 2.111421394348144531e+01 2.153412437438964844e+01 9.828787803649902344e+00 1.058016872406005859e+01 2.195202445983886719e+01 2.508983039855957031e+01 2.447072410583496094e+01 2.568216323852539062e+01 2.936368179321289062e+01 2.740155410766601562e+01 2.398442268371582031e+01 1.970746421813964844e+01 1.513580513000488281e+01 1.399037265777587891e+01 1.807527732849121094e+01 1.631421089172363281e+01 2.290118598937988281e+01 1.365041828155517578e+01 3.423003768920898438e+01 2.558434867858886719e+01 1.111443138122558594e+01 8.220849037170410156e+00 1.232368183135986328e+01 1.817516136169433594e+01 1.682995796203613281e+01 2.338765716552734375e+01 1.568763542175292969e+01 3.441889190673828125e+01 2.647072219848632812e+01
2.760623741149902344e+01 7.825795650482177734e+00 3.237720489501953125e+01 2.729829406738281250e+01 2.566714286804199219e+01 1.241202640533447266e+01 1.659046554565429688e+01 2.483304977416992188e+01 1.658092880249023438e+01 2.765510177612304688e+01 2.243755722045898438e+01 1.305348396301269531e+01 2.344880867004394531e+01 2.471373558044433594e+01 1.283752918243408203e+01 2.870069885253906250e+01 9.406475067138671875e+00 1.779378509521484375e+01 2.193848991394042969e+01 1.451789474487304688e+01 1.322130298614501953e+01 2.099277687072753906e+01 2.277768516540527344e+01 9.026225090026855469e+00 1.015686702728271484e+01 2.071472930908203125e+01 2.332727050781250000e+01 2.347321701049804688e+01 2.522222709655761719e+01 2.806503295898437500e+01 2.779912185668945312e+01 2.383389472961425781e+01 1.921322822570800781e+01 1.642269706726074219e+01 1.405250644683837891e+01 1.822189331054687500e+01 1.688267707824707031e+01 2.318934631347656250e+01 1.151253604888916016e+01 3.070849418640136719e+01 2.569326782226562500e+01 1.275037574768066406e+01 1.214564037322998047e+01 1.356936168670654297e+01 1.684857559204101562e+01 1.806797027587890625e+01 2.385015106201171875e+01 1.221574783325195312e+01 3.174009895324707031e+01 2.661024093627929688e+01
2.991590499877929688e+01 1.374029922485351562e+01 3.063868904113769531e+01 2.864723205566406250e+01 2.480720710754394531e+01 1.327300643920898438e+01 1.768318748474121094e+01 2.483849334716796875e+01 1.522281646728515625e+01 2.751869201660156250e+01 2.414993667602539062e+01 1.157763195037841797e+01 2.363127136230468750e+01 2.677181243896484375e+01 1.230591869354248047e+01 2.845494842529296875e+01 8.996172904968261719e+00 1.473905658721923828e+01 2.197219276428222656e+01 1.324925518035888672e+01 1.193364048004150391e+01 2.157178878784179688e+01 2.095857810974121094e+01 1.020022106170654297e+01 1.030415344238281250e+01 2.306364822387695312e+01 2.305602455139160156e+01 2.188629150390625000e+01 2.647529220581054688e+01 3.056584548950195312e+01 2.749549293518066406e+01 2.681367683410644531e+01 1.850597000122070312e+01 1.524754142761230469e+01 1.384282684326171875e+01 1.727462387084960938e+01 1.614491271972656250e+01 2.294155120849609375e+01 1.118697166442871094e+01 2.679070091247558594e+01 2.551852607727050781e+01 1.176938056945800781e+01 1.115868854522705078e+01 1.474424839019775391e+01 1.727146148681640625e+01 1.660193443298339844e+01 2.205388832092285156e+01 1.342359066009521484e+01 3.434348297119140625e+01 2.472133445739746094e+01
2.933483314514160156e+01 1.295378303527832031e+01 2.917102050781250000e+01 2.827885627746582031e+01 2.305948638916015625e+01 1.309472084045410156e+01 1.754492568969726562e+01 2.183128547668457031e+01 1.623447418212890625e+01 2.656254196166992188e+01 2.293807411193847656e+01 1.340794563293457031e+01 2.321732521057128906e+01 2.643302154541015625e+01 1.190056419372558594e+01 2.841866493225097656e+01 1.058316040039062500e+01 1.701938247680664062e+01 2.117983055114746094e+01 1.326096439361572266e+01 1.285260963439941406e+01 2.150149536132812500e+01 2.123810005187988281e+01 8.535174369812011719e+00 1.114513397216796875e+01 2.129261589050292969e+01 2.335057067871093750e+01 2.195097160339355469e+01 2.570180702209472656e+01 2.849864768981933594e+01 2.410434341430664062e+01 2.663354492187500000e+01 1.876163291931152344e+01 1.691868019104003906e+01 1.517377376556396484e+01 1.852517127990722656e+01 1.706272315979003906e+01 2.342118835449218750e+01 1.175208854675292969e+01 2.948675727844238281e+01 2.617778205871582031e+01 1.241269493103027344e+01 8.258772850036621094e+00 1.792792892456054688e+01 1.773290824890136719e+01 1.813214874267578125e+01 2.350734901428222656e+01 1.398202800750732422e+01 3.132171630859375000e+01 2.621480751037597656e+01
2.574382400512695312e+01 7.290675163269042969e+00 2.687204360961914062e+01 2.835767364501953125e+01 2.619254302978515625e+01 1.113918018341064453e+01 1.661393547058105469e+01 2.289245796203613281e+01 1.707668876647949219e+01 2.618495178222656250e+01 2.565232276916503906e+01 1.655311012268066406e+01 2.473435020446777344e+01 2.374589538574218750e+01 1.103893947601318359e+01 2.993737411499023438e+01 1.037624454498291016e+01 1.840486526489257812e+01 2.308334922790527344e+01 1.487993431091308594e+01 1.385555076599121094e+01 1.811016273498535156e+01 2.197698211669921875e+01 8.323312759399414062e+00 1.014997577667236328e+01 2.123838233947753906e+01 2.297113227844238281e+01 2.936510467529296875e+01 2.177028846740722656e+01 2.762893486022949219e+01 2.956884765625000000e+01 2.906732940673828125e+01 1.807659912109375000e+01 1.587425327301025391e+01 1.855567741394042969e+01 1.968667411804199219e+01 1.497623157501220703e+01 2.230164718627929688e+01 1.161743640899658203e+01 3.470146179199218750e+01 2.369390869140625000e+01 1.278576660156250000e+01 7.119914531707763672e+00 1.106659030914306641e+01 1.747770881652832031e+01 1.996422767639160156e+01 2.359860801696777344e+01 1.421389579772949219e+01 3.161854743957519531e+01 2.187452507019042969e+01
3.054843330383300781e+01 3.161472558975219727e+00 3.000853347778320312e+01 2.857267379760742188e+01 3.081388473510742188e+01 9.703116416931152344e+00 1.616936492919921875e+01 2.510144996643066406e+01 1.385869979858398438e+01 2.961689758300781250e+01 3.147014236450195312e+01 8.723163604736328125e+00 2.358874511718750000e+01 2.523907661437988281e+01 1.223645687103271484e+01 3.066188049316406250e+01 6.412158489227294922e+00 1.723988151550292969e+01 2.379727554321289062e+01 1.150518798828125000e+01 1.162179470062255859e+01 1.882245635986328125e+01 2.099275016784667969e+01 7.635322570800781250e+00 7.641041278839111328e+00 2.402733993530273438e+01 2.681970977783203125e+01 2.898384666442871094e+01 2.982703590393066406e+01 3.266995620727539062e+01 3.483888244628906250e+01 2.702530479431152344e+01 2.067835044860839844e+01 1.409336566925048828e+01 1.214773082733154297e+01 1.809570884704589844e+01 1.346184444427490234e+01 2.288179969787597656e+01 6.884479045867919922e+00 3.407149124145507812e+01 2.628229904174804688e+01 9.817417144775390625e+00 7.598912239074707031e+00 6.561424732208251953e+00 1.590974044799804688e+01 1.721166419982910156e+01 2.350506973266601562e+01 8.667592048645019531e+00 3.708921051025390625e+01 2.570784950256347656e+01
2.492076301574707031e+01 1.511654472351074219e+01 3.175005340576171875e+01 2.749709129333496094e+01 2.413801765441894531e+01 1.207308864593505859e+01 1.797145652770996094e+01 1.924914169311523438e+01 1.925075149536132812e+01 2.963951301574707031e+01 2.411044502258300781e+01 1.169843387603759766e+01 2.230800247192382812e+01 2.816794395446777344e+01 1.313969802856445312e+01 2.727344894409179688e+01 1.017768287658691406e+01 1.719432449340820312e+01 2.079468727111816406e+01 1.264158535003662109e+01 1.398984146118164062e+01 2.105307579040527344e+01 2.139095115661621094e+01 6.917689323425292969e+00 8.722374916076660156e+00 1.953281021118164062e+01 2.490693664550781250e+01 2.558740425109863281e+01 2.596565055847167969e+01 2.516174316406250000e+01 2.551191711425781250e+01 2.422633171081542969e+01 1.998037528991699219e+01 1.731367874145507812e+01 1.539064407348632812e+01 1.811974143981933594e+01 1.592855167388916016e+01 2.251960945129394531e+01 1.292792320251464844e+01 3.866145324707031250e+01 2.465979385375976562e+01 1.062072944641113281e+01 4.931698322296142578e+00 1.307777500152587891e+01 1.743231773376464844e+01 1.789780235290527344e+01 2.543756103515625000e+01 1.358431339263916016e+01 3.219766235351562500e+01 2.723890876770019531e+01
2.741080093383789062e+01 1.334585762023925781e+01 2.873939132690429688e+01 2.663373565673828125e+01 2.413497543334960938e+01 1.217947006225585938e+01 1.879142379760742188e+01 2.000100898742675781e+01 1.789770317077636719e+01 2.697009658813476562e+01 2.584066009521484375e+01 1.315376567840576172e+01 2.271345710754394531e+01 2.669994926452636719e+01 1.291060066223144531e+01 2.832457923889160156e+01 1.060558795928955078e+01 1.704362106323242188e+01 2.072109985351562500e+01 1.249979400634765625e+01 1.361495208740234375e+01 2.069535446166992188e+01 2.023788261413574219e+01 7.322756290435791016e+00 1.122387409210205078e+01 2.036528968811035156e+01 2.408513069152832031e+01 2.564591789245605469e+01 2.380145263671875000e+01 2.836123275756835938e+01 2.471768569946289062e+01 2.381481361389160156e+01 1.862077903747558594e+01 1.660426521301269531e+01 1.657381629943847656e+01 1.914020538330078125e+01 1.617105102539062500e+01 2.208370971679687500e+01 1.339889049530029297e+01 3.789829254150390625e+01 2.508979606628417969e+01 1.137862873077392578e+01 6.336258888244628906e+00 1.409767723083496094e+01 1.748889541625976562e+01 1.777043151855468750e+01 2.319308471679687500e+01 1.535127735137939453e+01 3.292841339111328125e+01 2.537059593200683594e+01
2.736513137817382812e+01 8.276493072509765625e+00 2.951633834838867188e+01 2.768665885925292969e+01 2.902254486083984375e+01 1.084479522705078125e+01 1.620303344726562500e+01 2.224457550048828125e+01 1.642095947265625000e+01 2.599342155456542969e+01 2.796974372863769531e+01 1.253503799438476562e+01 2.111451339721679688e+01 2.465224075317382812e+01 1.192135334014892578e+01 2.896322822570800781e+01 9.398013114929199219e+00 1.763336753845214844e+01 2.168716621398925781e+01 1.207006549835205078e+01 1.199178695678710938e+01 1.991939163208007812e+01 2.175047111511230469e+01 7.289653778076171875e+00 1.010572433471679688e+01 2.201931381225585938e+01 2.664560127258300781e+01 2.366085052490234375e+01 2.605604171752929688e+01 2.976768875122070312e+01 2.836637115478515625e+01 2.894096374511718750e+01 1.795417785644531250e+01 1.560571575164794922e+01 1.529942798614501953e+01 1.947800254821777344e+01 1.585236358642578125e+01 2.375142097473144531e+01 1.302188396453857422e+01 3.427607345581054688e+01 2.512786293029785156e+01 1.176886272430419922e+01 6.799943447113037109e+00 1.173593997955322266e+01 1.771057891845703125e+01 1.813080978393554688e+01 2.320593261718750000e+01 1.548333835601806641e+01 3.300667572021484375e+01 2.375839614868164062e+01
